Date,Open,High,Low,Close,Adj Close,Volume
2020-09-13,768005.687500,777176.750000,751248.000000,758577.687500,758577.687500,2682481414050
2020-09-14,758943.437500,792928.187500,754339.687500,783969.750000,783969.750000,2602280505622
2020-09-15,783743.500000,805171.375000,784334.625000,794767.375000,794767.375000,2393032232039
2020-09-16,794827.062500,815449.000000,787992.437500,807217.437500,807217.437500,2263169427714
2020-09-17,807095.875000,812299.562500,793557.125000,805666.625000,805666.625000,2807349510546
2020-09-18,805874.875000,810188.437500,796956.625000,805632.625000,805632.625000,1939031498276
2020-09-19,804835.187500,819582.250000,803058.625000,816656.500000,816656.500000,1675676471628
2020-09-20,816768.625000,816768.625000,796055.250000,804346.375000,804346.375000,1816280864904
2020-09-21,804100.375000,806349.187500,764050.500000,769813.625000,769813.625000,2125359717484
2020-09-22,769619.687500,776882.562500,764245.687500,774611.125000,774611.125000,1736278221617
2020-09-23,774684.312500,782580.750000,750730.500000,754483.687500,754483.687500,1696004909064
2020-09-24,754602.875000,795888.312500,753411.250000,794391.562500,794391.562500,1701628947465
2020-09-25,794533.812500,792858.250000,781079.562500,788753.437500,788753.437500,1564828305535
2020-09-26,788749.562500,794370.000000,787264.125000,792596.687500,792596.687500,1334330341344
2020-09-27,792486.312500,796303.375000,784417.562500,794070.375000,794070.375000,1327835910132
2020-09-28,793865.125000,807396.062500,790289.000000,790859.250000,790859.250000,1675968888906
2020-09-29,790205.375000,800548.187500,786830.437500,799846.312500,799846.312500,1508434608621
2020-09-30,799594.250000,800413.812500,788336.562500,793269.062500,793269.062500,1526561856163
2020-10-01,793077.375000,799047.437500,768765.125000,778205.125000,778205.125000,1990923412783
2020-10-02,778282.812500,781770.750000,766867.000000,776131.750000,776131.750000,1695793306888
2020-10-03,776032.187500,778252.812500,771938.750000,774689.437500,774689.437500,1253377279950
2020-10-04,774867.375000,784609.812500,772185.437500,783410.687500,783410.687500,1286577364029
2020-10-05,783675.000000,789945.875000,780011.750000,789945.875000,789945.875000,1417368650433
2020-10-06,789637.125000,789906.062500,777761.187500,781949.875000,781949.875000,1639110634555
2020-10-07,781813.000000,783910.625000,778694.687500,783190.812500,783190.812500,1293277839725
2020-10-08,783079.937500,802138.375000,774026.000000,800505.312500,800505.312500,1609428151229
2020-10-09,800638.437500,811786.500000,796234.875000,808371.125000,808371.125000,1648425080794
2020-10-10,806888.312500,834837.437500,806727.625000,824196.062500,824196.062500,1669204771338
2020-10-11,824175.687500,833859.937500,823631.812500,831216.687500,831216.687500,1458010383089
2020-10-12,831833.937500,858097.187500,824034.500000,847598.000000,847598.000000,1919154865435
2020-10-13,847110.750000,847133.625000,831402.875000,838872.937500,838872.937500,1779769924759
2020-10-14,839104.125000,845284.312500,828964.625000,837731.937500,837731.937500,1766673797757
2020-10-15,837519.062500,848900.812500,830131.000000,843431.062500,843431.062500,1796665020298
2020-10-16,843979.750000,846780.875000,823297.937500,831547.750000,831547.750000,1882785323890
2020-10-17,831547.750000,836258.375000,828846.687500,834190.187500,834190.187500,1405025070206
2020-10-18,834034.562500,843384.500000,833417.375000,843384.500000,843384.500000,1342800743994
2020-10-19,844242.187500,865449.437500,837054.750000,861833.812500,861833.812500,1751316088616
2020-10-20,862122.875000,881448.000000,856953.375000,875624.812500,875624.812500,2271727094031
2020-10-21,875385.437500,971858.125000,874730.875000,945436.750000,945436.750000,3200784420125
2020-10-22,943810.812500,969913.375000,937535.937500,955938.875000,955938.875000,2560527931838
2020-10-23,956355.937500,958655.437500,941559.187500,954789.187500,954789.187500,2139342650611
2020-10-24,952208.562500,970554.812500,952208.562500,968520.125000,968520.125000,1792095289344
